Nom du lieu;Type de lieu;Ville;D�partement;R�gion;Capacité (personnes);Prix (€);Description;URL Heavento;URL ABC Salles;URL Kactus;URL Carmin.io;Contact/Téléphone;Email;Statut;Dernière mise à jour
Ch�teau de Beaussais;H�tel;C�tes d'Armor;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Lieu d'événements original situé à Côtes d'Armor proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-beaussais/category-location-de-chateau/tregon/bretagne/france/;https://www.abcsalles.com/lieu/chteau-de-beaussais;https://www.kactus.com/fr/lieux/chteau-de-beaussais;https://carmin.io/location/ctes-darmor/chteau-de-beaussais;;;Actif;27/08/2025
Ch�teau de Beaus�jour;Ch�teau;Dordogne;;Aquitaine;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Dordogne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-beausejour/category-location-de-chateau/saint-leon-sur-lisle/aquitaine/france/;https://www.abcsalles.com/lieu/chteau-de-beausjour;https://www.kactus.com/fr/lieux/chteau-de-beausjour;https://carmin.io/location/dordogne/chteau-de-beausjour;;;Actif;27/08/2025
Ch�teau de Beauvoir;H�tel;Allier;;Auvergne;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Allier proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-beauvoir/category-location-de-chateau/saint-pourcain-sur-besbre/auvergne/france/;https://www.abcsalles.com/lieu/chteau-de-beauvoir;https://www.kactus.com/fr/lieux/chteau-de-beauvoir;https://carmin.io/location/allier/chteau-de-beauvoir;;;Actif;27/08/2025
Ch�teau de Beduer;H�tel;Lot;;Midi-Pyr�n�es;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Lot proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-beduer/category-location-de-chateau/beduer/midi-pyrenees/france/;https://www.abcsalles.com/lieu/chteau-de-beduer;https://www.kactus.com/fr/lieux/chteau-de-beduer;https://carmin.io/location/lot/chteau-de-beduer;;;Actif;27/08/2025
Ch�teau de Belle Poule;Ch�teau;Maine-et-Loire;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Maine-et-Loire offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-belle-poule/category-location-de-chateau/les-ponts-de-ce/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/chteau-de-belle-poule;https://www.kactus.com/fr/lieux/chteau-de-belle-poule;https://carmin.io/location/maineetloire/chteau-de-belle-poule;;;Actif;27/08/2025
Ch�teau de Bellet;Ch�teau;Alpes-Maritimes;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Espace événementiel singulier implanté à Alpes-Maritimes offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-bellet/category-location-de-chateau/nice/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/chteau-de-bellet;https://www.kactus.com/fr/lieux/chteau-de-bellet;https://carmin.io/location/alpesmaritimes/chteau-de-bellet;;;Actif;27/08/2025
Ch�teau de Bellevue;H�tel;Rh�ne;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Rhône proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-bellevue/category-location-de-chateau/villie-morgon/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-bellevue;https://www.kactus.com/fr/lieux/chteau-de-bellevue;https://carmin.io/location/rhne/chteau-de-bellevue;;;Actif;27/08/2025
Ch�teau de Berne;H�tel;Var;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Lieu d'événements original situé à Var proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-berne/category-location-de-chateau/lorgues/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/chteau-de-berne;https://www.kactus.com/fr/lieux/chteau-de-berne;https://carmin.io/location/var/chteau-de-berne;;;Actif;27/08/2025
Ch�teau de Biscay;H�tel;Pyr�n�es-Atlantiques;;Aquitaine;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Pyrénées-Atlantiques proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-biscay/category-location-de-chateau/labets-biscay/aquitaine/france/;https://www.abcsalles.com/lieu/chteau-de-biscay;https://www.kactus.com/fr/lieux/chteau-de-biscay;https://carmin.io/location/pyrnesatlantiques/chteau-de-biscay;;;Actif;27/08/2025
Ch�teau de Blaceret Roy;Ch�teau;Rh�ne;;Rhone-Alpes;10-250 personnes;Dès 400€ - 2240€;Espace événementiel singulier implanté à Rhône offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-blaceret-roy/category-location-de-chateau/saint-etienne-des-oullieres-1/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-blaceret-roy;https://www.kactus.com/fr/lieux/chteau-de-blaceret-roy;https://carmin.io/location/rhne/chteau-de-blaceret-roy;;;Actif;27/08/2025
Ch�teau de Blancafort;H�tel;Cher;;Centre;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Cher proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-blancafort/location-de-bateau-1/blancafort/centre/france/;https://www.abcsalles.com/lieu/chteau-de-blancafort;https://www.kactus.com/fr/lieux/chteau-de-blancafort;https://carmin.io/location/cher/chteau-de-blancafort;;;Actif;27/08/2025
Ch�teau de Blavou;H�tel;Orne;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Orne proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-blavou/category-location-de-chateau/mortagne-au-perche/basse-normandie/france/;https://www.abcsalles.com/lieu/chteau-de-blavou;https://www.kactus.com/fr/lieux/chteau-de-blavou;https://carmin.io/location/orne/chteau-de-blavou;;;Actif;27/08/2025
Ch�teau de Bogard;Ch�teau;C�tes d'Armor;;Bretagne;10-250 personnes;Dès 320€ - 1760€;Espace événementiel singulier implanté à Côtes d'Armor offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-bogard/category-location-de-chateau/quessoy/bretagne/france/;https://www.abcsalles.com/lieu/chteau-de-bogard;https://www.kactus.com/fr/lieux/chteau-de-bogard;https://carmin.io/location/ctes-darmor/chteau-de-bogard;;;Actif;27/08/2025
Ch�teau de Bois le Roi;Ch�teau;Yonne;;Bourgogne;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Yonne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-bois-le-roi/category-location-de-chateau/nailly/bourgogne/france/;https://www.abcsalles.com/lieu/chteau-de-bois-le-roi;https://www.kactus.com/fr/lieux/chteau-de-bois-le-roi;https://carmin.io/location/yonne/chteau-de-bois-le-roi;;;Actif;27/08/2025
Ch�teau de Bourguignon;Ch�teau;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Seine-et-Marne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-bourguignon/category-location-de-chateau/fontains/ile-de-france/france/;https://www.abcsalles.com/lieu/chteau-de-bourguignon;https://www.kactus.com/fr/lieux/chteau-de-bourguignon;https://carmin.io/location/seineetmarne/chteau-de-bourguignon;;;Actif;27/08/2025
Ch�teau de Brangues;Ch�teau;Is�re;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Isère offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-brangues/category-location-de-chateau/brangues/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-brangues;https://www.kactus.com/fr/lieux/chteau-de-brangues;https://carmin.io/location/isre/chteau-de-brangues;;;Actif;27/08/2025
Ch�teau de Brannay;Ch�teau;Yonne;;Bourgogne;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Yonne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-brannay/category-location-de-chateau/brannay/bourgogne/france/;https://www.abcsalles.com/lieu/chteau-de-brannay;https://www.kactus.com/fr/lieux/chteau-de-brannay;https://carmin.io/location/yonne/chteau-de-brannay;;;Actif;27/08/2025
Ch�teau de Breteuil;Ch�teau;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Yvelines offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-breteuil/category-location-de-chateau/chevreuse/ile-de-france/france/;https://www.abcsalles.com/lieu/chteau-de-breteuil;https://www.kactus.com/fr/lieux/chteau-de-breteuil;https://carmin.io/location/yvelines/chteau-de-breteuil;;;Actif;27/08/2025
Ch�teau de Brissac;H�tel;Maine-et-Loire;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Maine-et-Loire proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-brissac/category-location-de-chateau/brissac-quince/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/chteau-de-brissac;https://www.kactus.com/fr/lieux/chteau-de-brissac;https://carmin.io/location/maineetloire/chteau-de-brissac;;;Actif;27/08/2025
Ch�teau de Brou;Ch�teau;Indre-et-Loire;;Centre;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Indre-et-Loire offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-brou/category-location-de-chateau/noyant-de-touraine/centre/france/;https://www.abcsalles.com/lieu/chteau-de-brou;https://www.kactus.com/fr/lieux/chteau-de-brou;https://carmin.io/location/indreetloire/chteau-de-brou;;;Actif;27/08/2025
Ch�teau de Brouay;H�tel;Calvados;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Calvados proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-brouay/category-location-de-chateau/brouay/basse-normandie/france/;https://www.abcsalles.com/lieu/chteau-de-brouay;https://www.kactus.com/fr/lieux/chteau-de-brouay;https://carmin.io/location/calvados/chteau-de-brouay;;;Actif;27/08/2025
Ch�teau de Broyes – Salle Sequoia;Salle de r�ception;Oise;;Picardie;10-250 personnes;Dès 240€ - 1440€;Espace événementiel contemporain implanté à Oise proposant des solutions sur mesure. Configuration modulable pour 10-250 personnes avec services traiteur et techniques audiovisuelles. Design épuré, espaces fonctionnels et prestations personnalisées. Idéal pour lancements produits, galas, formations et célébrations. La modernité au service de l'événementiel avec une approche créative et professionnelle.;https://heavento.fr/location-de-salles/chateau-de-broyes-salle-sequoia/category-location-de-chateau/broye/picardie/france/;https://www.abcsalles.com/lieu/chteau-de-broyes-salle-sequoia;https://www.kactus.com/fr/lieux/chteau-de-broyes-salle-sequoia;https://carmin.io/location/oise/chteau-de-broyes-salle-sequoia;;;Actif;27/08/2025
Ch�teau de Br�z�;H�tel;Maine-et-Loire;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Maine-et-Loire proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-breze/category-location-de-chateau/breze/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/chteau-de-brz;https://www.kactus.com/fr/lieux/chteau-de-brz;https://carmin.io/location/maineetloire/chteau-de-brz;;;Actif;27/08/2025
Ch�teau de Campet;H�tel;Landes;;Aquitaine;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Landes proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-campet/category-location-de-chateau/campet-et-lamolere/aquitaine/france/;https://www.abcsalles.com/lieu/chteau-de-campet;https://www.kactus.com/fr/lieux/chteau-de-campet;https://carmin.io/location/landes/chteau-de-campet;;;Actif;27/08/2025
Ch�teau de Cancerilles;Ch�teau;Var;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Espace événementiel singulier implanté à Var offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-cancerilles/category-location-de-chateau/signes/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/chteau-de-cancerilles;https://www.kactus.com/fr/lieux/chteau-de-cancerilles;https://carmin.io/location/var/chteau-de-cancerilles;;;Actif;27/08/2025
Ch�teau de Canon;H�tel;Calvados;Calvados;Basse-Normandie;10-120 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Calvados proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-120 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-canon/category-location-de-chateau/mezidon-canon/basse-normandie/france/;https://www.abcsalles.com/lieu/chteau-de-canon;https://www.kactus.com/fr/lieux/chteau-de-canon;https://carmin.io/location/calvados/chteau-de-canon;;;Actif;27/08/2025
Ch�teau de Carsix;Ch�teau;Eure;;Haute-Normandie;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Eure offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-carsix/category-location-de-chateau/carsix/haute-normandie/france/;https://www.abcsalles.com/lieu/chteau-de-carsix;https://www.kactus.com/fr/lieux/chteau-de-carsix;https://carmin.io/location/eure/chteau-de-carsix;;;Actif;27/08/2025
Ch�teau de Cas;H�tel;Tarn-et-Garonne;;Midi-Pyr�n�es;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Tarn-et-Garonne proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-cas/category-location-de-chateau/espinas/midi-pyrenees/france/;https://www.abcsalles.com/lieu/chteau-de-cas;https://www.kactus.com/fr/lieux/chteau-de-cas;https://carmin.io/location/tarnetgaronne/chteau-de-cas;;;Actif;27/08/2025
Ch�teau de Castex d’Armagnac;Ch�teau;Gers;;Midi-Pyr�n�es;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Gers offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-castex-darmagnac/category-location-de-chateau/castex-darmagnac/midi-pyrenees/france/;https://www.abcsalles.com/lieu/chteau-de-castex-darmagnac;https://www.kactus.com/fr/lieux/chteau-de-castex-darmagnac;https://carmin.io/location/gers/chteau-de-castex-darmagnac;;;Actif;27/08/2025
Ch�teau de Cesarges;Ch�teau;Is�re;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Isère offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-cesarges/category-location-de-chateau/maubec/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-cesarges;https://www.kactus.com/fr/lieux/chteau-de-cesarges;https://carmin.io/location/isre/chteau-de-cesarges;;;Actif;27/08/2025
Ch�teau de Chabenet;H�tel;Le Pont-Chr�tien-Chabenet;Indre;;70-220 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Le Pont-Chrétien-Chabenet proposant des espaces atypiques et créatifs. Configuration flexible accueillant 70-220 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;;https://www.abcsalles.com/lieu/chteau-de-chabenet;https://www.kactus.com/fr/lieux/chteau-de-chabenet;https://carmin.io/location/le-pontchrtienchabenet/chteau-de-chabenet;;;Actif;27/08/2025
Ch�teau de Chaligny;Ch�teau;Ni�vre;;Bourgogne;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Nièvre offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-chaligny/category-location-de-chateau/saint-hilaire-en-morvan/bourgogne/france/;https://www.abcsalles.com/lieu/chteau-de-chaligny;https://www.kactus.com/fr/lieux/chteau-de-chaligny;https://carmin.io/location/nivre/chteau-de-chaligny;;;Actif;27/08/2025
Ch�teau de Chambiers;H�tel;Maine-et-Loire;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Maine-et-Loire proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-chambiers/category-location-de-chateau/durtal/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/chteau-de-chambiers;https://www.kactus.com/fr/lieux/chteau-de-chambiers;https://carmin.io/location/maineetloire/chteau-de-chambiers;;;Actif;27/08/2025
Ch�teau de Chambly;Ch�teau;Oise;;Picardie;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Oise offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-chambly/category-location-de-chateau/chambly/picardie/france/;https://www.abcsalles.com/lieu/chteau-de-chambly;https://www.kactus.com/fr/lieux/chteau-de-chambly;https://carmin.io/location/oise/chteau-de-chambly;;;Actif;27/08/2025
Ch�teau de Champlatreux;Ch�teau;Val-d'Oise;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Val-d'Oise offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-champlatreux/category-location-de-chateau/epinay-champlatreux/ile-de-france/france/;https://www.abcsalles.com/lieu/chteau-de-champlatreux;https://www.kactus.com/fr/lieux/chteau-de-champlatreux;https://carmin.io/location/valdoise/chteau-de-champlatreux;;;Actif;27/08/2025
Ch�teau de Champvallins;H�tel;Loiret;;Centre;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Loiret proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-champvallins/category-location-de-chateau/sandillon/centre/france/;https://www.abcsalles.com/lieu/chteau-de-champvallins;https://www.kactus.com/fr/lieux/chteau-de-champvallins;https://carmin.io/location/loiret/chteau-de-champvallins;;;Actif;27/08/2025
Ch�teau de Chapeau Cornu;Ch�teau;Is�re;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Isère offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/chateau-de-chapeau-cornu/category-location-de-chateau/vignieu/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-chapeau-cornu;https://www.kactus.com/fr/lieux/chteau-de-chapeau-cornu;https://carmin.io/location/isre/chteau-de-chapeau-cornu;;;Actif;27/08/2025
Ch�teau de Chassagny;H�tel;Rh�ne;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Rhône proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-chassagny/category-location-de-chateau/chassagny/rhone-alpes/france/;https://www.abcsalles.com/lieu/chteau-de-chassagny;https://www.kactus.com/fr/lieux/chteau-de-chassagny;https://carmin.io/location/rhne/chteau-de-chassagny;;;Actif;27/08/2025
Ch�teau de Chasselas;H�tel;Sa�ne-et-Loire;;Bourgogne;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Saône-et-Loire proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/chateau-de-chasselas/category-location-de-chateau/chasselas/bourgogne/france/;https://www.abcsalles.com/lieu/chteau-de-chasselas;https://www.kactus.com/fr/lieux/chteau-de-chasselas;https://carmin.io/location/saneetloire/chteau-de-chasselas;;;Actif;27/08/2025
